Asset_ID,Asset_XCords,Asset_YCords,latitude,longitude
27674,523678,192207,51.61511283287588,-0.2151026120489121
27675,523693,192198,51.61502865807572,-0.2148892521812372
27676,523701,192196,51.61500892806578,-0.2147744732291543
27677,523918,192188,51.61488935338197,-0.2116447959080241
27678,523929,192189,51.614895921135385,-0.2114856526284519
27679,524079,192233,51.61525833454742,-0.2093047731705304
27680,524083,192233,51.61525745372629,-0.2092470309527523
27681,524095,192231,51.615236837311535,-0.2090745118235372
27682,524099,192231,51.61523595637743,-0.209016769640299
27683,524281,192229,51.61517787009137,-0.2063902119788541
27684,524285,192226,51.61515002720627,-0.2063335328358254
27685,523600,192231,51.615345633792536,-0.2162201296553387
27686,523610,192219,51.6152355970889,-0.2160800017427587
27687,523676,192208,51.61512225876968,-0.2151311306024637
27688,523694,192198,51.6150284385604,-0.2148748166554165
27689,523700,192197,51.61501813451229,-0.2147885561262588
27690,523917,192188,51.614889573294,-0.2116592313643144
27691,523930,192189,51.614895701202,-0.2114712171715142
27692,524079,192233,51.61525833454742,-0.2093047731705304
27693,524099,192231,51.61523595637743,-0.209016769640299
27694,521380,190000,51.59577800875113,-0.2490392155233561
27695,521367,190030,51.5960504204252,-0.2492164339306529
27696,521333,190036,51.59611166020003,-0.2497049734668592
27697,521314,190060,51.59633143910657,-0.2499708491153755
27698,521344,190091,51.596603584512906,-0.2495272416231478
27699,525090,186223,51.56102373340693,-0.1968502712189656
27700,525119,186211,51.56090946422837,-0.1964364079093228
27701,525150,186211,51.56090259318377,-0.1959894425799259
27702,525176,186222,51.56099568504667,-0.1956106556528795
27703,525209,186227,51.56103330182104,-0.1951330740989187
27704,525233,186242,51.56116278215263,-0.1947816974448996
27705,525261,186264,51.56135428223645,-0.194370153651383
27706,525293,186273,51.56142806343922,-0.193905561558894
27707,519972,191380,51.608481672505135,-0.2688847983576202
27708,519983,191345,51.6081647793536,-0.2687379918530105
27709,519995,191311,51.60785666031832,-0.2685764117694363
27710,520007,191283,51.607602464198216,-0.2684127821887884
27711,520017,191256,51.607357680904336,-0.2682776794501234
27712,520017,191223,51.60706110367534,-0.2682889641766599
27713,520031,191198,51.60683344283439,-0.2680954463243425
27714,520043,191168,51.606561271684086,-0.2679325070350964
27715,520062,191140,51.60630558373292,-0.2676678533773056
27716,520066,191105,51.60599018016608,-0.2676220935114328
27717,520089,191075,51.60571566500538,-0.2673003971969493
27718,520106,191040,51.60539749151883,-0.267067012979716
27719,519961,191392,51.60859186010471,-0.2690394689734752
27720,519964,191385,51.60852831125238,-0.2689985601225777
27721,520019,191149,51.60639562580102,-0.2682854022151754
27722,528735,191729,51.60968461889546,-0.1422797728497241
27723,528737,191725,51.60964821578238,-0.1422523738587284
27724,528775,191654,51.60900148827726,-0.1417299663979647
27725,528776,191651,51.60897430009621,-0.1417166342904942
27726,528464,190978,51.60299752719607,-0.1464660775439181
27727,528493,190961,51.602838145549526,-0.1460537965486553
27728,528415,191362,51.60645954499135,-0.1470327167940893
27729,528429,191338,51.60624067694933,-0.146839447377783
27730,528445,191311,51.60599439306443,-0.1466184134558535
27731,528447,191285,51.60576028588528,-0.1465990644333467
27732,528467,191265,51.60557599606251,-0.1463177441174356
27733,528462,191234,51.60529855124839,-0.1464012501047769
27734,528479,191212,51.60509697159754,-0.1461639609913305
27735,528485,191187,51.6048709391754,-0.1460865215114088
27736,528478,191160,51.60462989672442,-0.146197426709001
27737,528492,191134,51.60439305417443,-0.1460049010242451
27738,528480,191105,51.60413517824532,-0.1461886951081101
27739,528491,191077,51.60388104633863,-0.1460401979362539
27740,528484,191049,51.60363101727698,-0.1461514668587157
27741,528464,191028,51.60344685701129,-0.1464477794555343
27742,528462,190998,51.60317771490491,-0.1464876208052778
27743,528447,190973,51.60295646806867,-0.1467132368790556
27744,528423,190961,51.60285409697151,-0.1470639746350008
27745,528416,190935,51.60262204001842,-0.1471745036777604
27746,528398,190919,51.6024823545137,-0.1474401147520108
27747,528375,190905,51.602361780249566,-0.1477771476494984
27748,527279,196347,51.65151560492552,-0.1616177043726779
27749,527289,196322,51.651288678118505,-0.1614823280934302
27750,527315,196309,51.65116597075746,-0.161111444210731
27751,527318,196325,51.65130907757638,-0.1610622852490795
27752,524291,187061,51.56873127723711,-0.2080744818018359
27753,524269,187043,51.56857435623062,-0.2083980989219347
27754,524256,187017,51.56834355735925,-0.2085947534692462
27755,524231,187010,51.56828615176523,-0.2089577429749125
27756,524218,186984,51.568055351905656,-0.2091543934307006
27757,524192,186977,51.56799816458106,-0.2095318005540733
27758,524173,186961,51.56785855338979,-0.2098114398567709
27759,524160,186935,51.56762775202383,-0.2100080841248034
27760,524134,186927,51.5675615749342,-0.2103858395812397
27761,524122,186902,51.56733953962426,-0.2105677064102878
27762,524095,186893,51.56726459358,-0.2109602318401377
27763,524083,186869,51.567051544305535,-0.2111417419354645
27764,524063,186851,51.56689417499416,-0.2114364961274717
27765,524041,186832,51.56672825745185,-0.2117604413050775
27766,524002,186843,51.566835683302976,-0.2123189517711634
27767,524039,186801,51.56645010061185,-0.2118002123466698
27768,524021,186780,51.56626532920276,-0.2120671778643081
27769,523961,186807,51.56652115749632,-0.2129228674541671
27770,523997,186765,51.56613579711319,-0.2124185463865068
27771,523965,186768,51.56616978664415,-0.2128789299250507
27772,523937,186758,51.56608606529818,-0.2132862139342212
27773,523915,186739,51.5659201425067,-0.2136101466855756
27774,523894,186721,51.56576298629932,-0.2139193050036419
27775,523873,186703,51.56560582925275,-0.2142284611960474
27776,523863,186680,51.5654013227951,-0.2143807576631982
27777,523836,186671,51.56532636374926,-0.2147732603626129
27778,523824,186646,51.56510432126645,-0.2149550967920021
27779,523798,186639,51.56504711494995,-0.2153324725641198
27780,523780,186624,51.56491625724516,-0.2155973046182559
27781,523769,186600,51.56470298116227,-0.2157643639946753
27782,523743,186591,51.56462779819096,-0.2161424389184857
27783,524020,186781,51.566274535897534,-0.2120812453803374
27784,524139,186903,51.5673447879984,-0.2103222069959031
27785,524140,186873,51.567074958946,-0.210318373648349
27786,524118,186854,51.56690904454747,-0.2106423241222428
27787,524097,186836,51.56675189634924,-0.2109514992757159
27788,524076,186823,51.56663968219265,-0.2112589087679526
27789,524069,186842,51.56681197341005,-0.2113531488547111
27790,524138,186904,51.567353994900586,-0.2103362744820341
27791,524069,186841,51.566802986433686,-0.2113535015457737
27792,519504,192151,51.6155102383287,-0.2753772698476312
27793,519531,192165,51.61563033246063,-0.2749827236070249
27794,519561,192161,51.61558801900976,-0.2745510015585283
27795,519588,192174,51.61569912313272,-0.2741567934286765
27796,519617,192173,51.61568398053162,-0.2737384847870966
27797,519641,192189,51.61582268047776,-0.2733865593881302
27798,519669,192189,51.615816734696494,-0.2729823450167099
27799,519690,192209,51.61599201837138,-0.2726723603225464
27800,519714,192224,51.61612172786755,-0.2723207706167784
27801,519736,192238,51.61624287409325,-0.2719983929714804
27802,519762,192244,51.61629127173124,-0.2716209993818158
27803,519785,192258,51.616412203419344,-0.2712841823052306
27804,519810,192270,51.61651473449165,-0.2709191736896441
27805,519832,192282,51.61661790242903,-0.2705974728326588
27806,519856,192295,51.61672963123011,-0.270246555859327
27807,519879,192305,51.616814610174806,-0.2699110989807389
27808,519900,192325,51.61698988553695,-0.2696010957534459
27809,519930,192328,51.61701046247258,-0.2691669729676146
27810,519952,192347,51.61717653576243,-0.2688428709122445
27811,519976,192354,51.61723433618188,-0.268493997670606
27812,520001,192361,51.61729192258147,-0.2681306869091454
27813,520026,192366,51.617331533506,-0.2677680596275525
27814,520057,192365,51.61731594187432,-0.2673208653438582
27815,520081,192372,51.61737373774061,-0.2669719892030495
27816,520095,192381,51.61745163841159,-0.2667667943246675
27817,519496,192158,51.61557484537292,-0.2754903745427082
27818,519500,192156,51.61555602267882,-0.2754333111779132
27819,519820,193628,51.628717192759474,-0.2703107757339258
